# Qualitas Corpus Metadata
# Timestamp: 20130909T1126NZST
# See http://qualitascorpus.com/docs/metadata/attributes.html for explanation of fields.
system	status	sysvercount	description	sysver	fullname	domain	jreversion	license	distribution	releasedate	sourcepackages	n_bin	n_both	n_files	n_top(bin)	loc(both)	ncloc(both)	url
heritrix	Active	2	Extensible, web-scale, archival-quality web crawler project	heritrix-1.8.0	Heritrix	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/heritrix-1.8.0/LICENSE.txt	f	2006-05-05	org.archive.crawler. org.archive.extractor org.archive.httpclient org.archive.io org.archive.io.arc org.archive.net org.archive.net.rsync org.archive.queue org.archive.util org.archive.util.fingerprint org.archive.util.iterator st.ata.util	531	531	422	422	92319	47272	http://crawler.archive.org/
heritrix	Active	2	Extensible, web-scale, archival-quality web crawler project	heritrix-1.14.4	Heritrix	tool	1.5.0_22	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/heritrix-1.14.4/LICENSE.txt	r	2010-05-10	org.archive. st.ata.util	706	703	551	553	118415	61681	http://crawler.archive.org/
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-0.8.1	<none>	database	1.2.2_017	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/Hibernate-0.8.1/lgpl.txt	e	2001-11-30	cirrus.hibernate.	75	75	73	73	4635	3555	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-1.0	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-1.0/lgpl.txt	e	2002-07-02	cirrus.hibernate.	293	293	242	242	26752	19533	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-1.1	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-1.1/lgpl.txt	e	2002-09-21	cirrus.hibernate.	347	347	296	296	35866	25634	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-2.0-beta-1	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-2.0/lgpl.txt	e	2003-01-28	net.sf.hibernate	472	463	388	390	53786	34735	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-2.0-beta-2	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-2.0/lgpl.txt	e	2003-02-01	net.sf.hibernate	468	468	394	394	54050	34941	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-2.0-beta-3	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-2.0/lgpl.txt	e	2003-02-24	net.sf.hibernate	474	474	399	399	55840	36231	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-2.0-beta-4	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-2.0/lgpl.txt	e	2003-03-21	net.sf.hibernate	514	514	438	438	59669	38806	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-2.0-rc2	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-2.0/lgpl.txt	e	2003-05-09	net.sf.hibernate	454	454	378	378	51387	32402	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-2.0-final	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-2.0/lgpl.txt	e	2003-06-07	net.sf.hibernate	423	423	364	364	46822	29275	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-2.0.1	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-2.0/lgpl.txt	e	2003-06-16	net.sf.hibernate	427	427	367	367	47685	29827	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-2.0.2	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-2.0.2/lgpl.txt	e	2003-08-01	net.sf.hibernate	431	431	370	370	48416	30358	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-2.1-beta-1	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-2.1/lgpl.txt	e	2003-08-09	net.sf.hibernate	456	456	390	390	50742	32073	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-2.1-beta-2	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-2.1/lgpl.txt	e	2003-08-26	net.sf.hibernate	469	469	399	399	52084	33011	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-2.0.3	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-2.0.3/lgpl.txt	e	2003-08-26	net.sf.hibernate	436	436	372	372	48616	30513	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-2.1-beta-3	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-2.1/lgpl.txt	e	2003-09-06	net.sf.hibernate	476	476	402	402	52902	33585	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-2.1-beta-3b	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-2.1/lgpl.txt	e	2003-09-06	net.sf.hibernate	474	474	401	401	52630	33387	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-2.1-beta-4	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-2.1/lgpl.txt	e	2003-10-03	net.sf.hibernate	499	499	414	414	54978	35121	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-2.1-beta-5	<none>	database	1.2.2_017	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-2.1/lgpl.txt	e	2003-10-30	net.sf.hibernate	512	512	427	427	57635	36190	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-2.1-beta-6	<none>	database	1.2.2_017	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-2.1/lgpl.txt	e	2003-11-04	net.sf.hibernate	518	518	428	428	58520	36530	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-2.1-rc1	<none>	database	1.2.2_017	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-2.1/lgpl.txt	e	2003-11-28	net.sf.hibernate	542	542	444	444	60776	38002	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-2.1-final	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-2.1/lgpl.txt	e	2003-12-10	net.sf.hibernate	543	543	446	446	61211	38257	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-2.1.1	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-2.1/lgpl.txt	e	2003-12-16	net.sf.hibernate	547	547	450	450	61683	38569	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-2.1.2	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-2.1/lgpl.txt	e	2004-02-04	net.sf.hibernate	563	563	463	463	63068	39429	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-2.1.3	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-2.1/lgpl.txt	e	2004-04-24	net.sf.hibernate	563	563	464	464	63827	40072	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-2.1.4	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-2.1/lgpl.txt	e	2004-06-01	net.sf.hibernate	564	564	465	465	63976	40226	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-2.1.5	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-2.1/lgpl.txt	e	2004-08-03	net.sf.hibernate	570	570	471	471	65236	40656	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-2.1.6	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-2.1/lgpl.txt	e	2004-08-08	net.sf.hibernate	570	570	471	471	65356	40747	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.0-alpha	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-3.0alpha/lgpl.txt	e	2004-08-22	org.hibernate.	711	704	599	606	81481	51793	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-2.1.7	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-2.1/lgpl.txt	e	2004-11-22	net.sf.hibernate	592	592	486	486	66756	41533	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.0-beta1	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-3.0/lgpl.txt	e	2004-12-20	org.hibernate.	821	814	685	692	92293	59076	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.0-beta2	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-3.0/lgpl.txt	e	2005-01-24	org.hibernate.	871	864	729	736	95350	61140	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.0-beta3	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-3.0/lgpl.txt	e	2005-01-30	org.hibernate.	879	872	734	741	96969	62304	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-2.1.8	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-2.1/lgpl.txt	e	2005-01-30	net.sf.hibernate	600	600	491	491	68165	42483	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.0-beta4	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-3.0/lgpl.txt	e	2005-02-11	org.hibernate.	906	899	754	761	100100	64522	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.0-rc1	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-3.0/lgpl.txt	e	2005-02-28	org.hibernate.	955	948	790	797	105792	68598	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.0	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-3.0/lgpl.txt	e	2005-03-31	org.hibernate.	957	950	789	796	105905	68711	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.0.1	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-3.0/lgpl.txt	e	2005-04-18	org.hibernate.	969	962	798	805	107236	69582	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.0.2	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-3.0/lgpl.txt	e	2005-04-27	org.hibernate.	975	968	805	812	109053	70847	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.0.3	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-3.0/lgpl.txt	e	2005-05-08	org.hibernate.	975	968	807	814	109718	71284	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.0.4	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-3.0/lgpl.txt	e	2005-05-23	org.hibernate.	990	983	818	825	111471	72257	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.0.5	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-3.0/lgpl.txt	e	2005-05-25	org.hibernate.	992	985	820	827	111730	72447	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.1-alpha1	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-3.1/lgpl.txt	e	2005-06-24	org.hibernate.	1025	1018	847	854	116753	75955	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.1-beta1	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-3.1/lgpl.txt	e	2005-07-16	org.hibernate.	1040	1033	862	869	119862	77921	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.1-beta2	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-3.1/lgpl.txt	e	2005-08-16	org.hibernate.	1074	1067	875	882	124613	81714	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.1-beta3	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-3.1/lgpl.txt	e	2005-09-13	org.hibernate.	1072	1065	877	884	125241	82320	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.1-rc1	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-3.1/lgpl.txt	e	2005-10-08	org.hibernate.	1082	1075	885	892	126292	86361	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.1-rc2	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-3.1/lgpl.txt	e	2005-10-17	org.hibernate.	1095	1088	895	902	127118	86897	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.1-rc3	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-3.1/lgpl.txt	e	2005-11-17	org.hibernate.	1114	1107	911	918	128853	88160	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.1	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-3.1/lgpl.txt	e	2005-12-12	org.hibernate.	1119	1112	914	921	130483	89443	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.1.1	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-3.1/lgpl.txt	e	2006-01-18	org.hibernate.	1139	1132	923	930	131699	90393	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.1.2	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-3.1/lgpl.txt	e	2006-01-28	org.hibernate.	1143	1136	925	932	132218	90705	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.2-alpha1	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-3.2/lgpl.txt	e	2006-03-01	org.hibernate.	1195	1188	970	977	137566	94704	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.2-alpha2	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-3.2/lgpl.txt	e	2006-03-16	org.hibernate.	1207	1200	972	979	138374	95267	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.1.3	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-3.1/lgpl.txt	e	2006-03-20	org.hibernate.	1152	1145	931	938	133535	91632	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.2-cr1	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-3.2/lgpl.txt	e	2006-03-27	org.hibernate.	1227	1220	984	991	139356	95929	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.2-cr2	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-3.2/lgpl.txt	e	2006-05-06	org.hibernate.	1236	1229	989	996	140408	96767	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.2.0-cr3	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-3.2/lgpl.txt	e	2006-07-06	org.hibernate.	1281	1274	1020	1027	143764	99170	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.2.0-cr4	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-3.2/lgpl.txt	e	2006-08-25	org.hibernate.	1302	1295	1036	1043	145445	100453	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.2.0-cr5	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-3.2/lgpl.txt	e	2006-10-05	org.hibernate.	1303	1296	1037	1044	145557	100518	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.2.0.ga	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-3.2/lgpl.txt	e	2006-10-16	org.hibernate.	1303	1296	1037	1044	145557	100518	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.2.1-ga	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-3.2/lgpl.txt	e	2006-11-17	org.hibernate.	1314	1307	1046	1053	147860	101557	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.2.2-ga	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-3.2/lgpl.txt	e	2007-01-24	org.hibernate.	1319	1312	1048	1055	149113	102167	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.2.3-ga	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-3.2/lgpl.txt	e	2007-04-02	org.hibernate.	1339	1332	1060	1067	150963	103318	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.2.4-ga	<none>	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-3.2/lgpl.txt	e	2007-05-09	org.hibernate.	1339	1332	1060	1067	151184	103455	http://www.hibernate.org
